s0,s10,s90,s90d,red_flag
106,76,67,9,0
37,26,19,3,0
111,73,64,7,0
109,77,102,11,0
97,76,124,6,0
48,39,8,0,0
110,78,87,5,0
100,67,79,15,0
111,78,97,11,0
30,26,12,3,0
52,36,26,6,0
82,40,40,0,0
92,73,59,2,0
39,30,13,0,0
50,37,17,3,0
43,29,12,2,0
91,66,81,14,0
101,68,69,8,0
95,40,19,3,0
104,84,89,85,1
94,55,85,13,0
102,90,134,29,0
46,32,18,0,0
48,32,8,0,0
75,91,147,98,1
103,73,84,14,0
54,32,17,0,0
110,51,54,0,0
110,85,134,22,0
44,35,12,3,0
39,27,19,5,0
104,70,89,13,0
42,38,10,0,0
97,82,82,11,0
90,42,16,1,0
109,80,101,14,0
99,61,83,12,0
93,35,27,2,0
35,28,15,2,0
118,61,114,17,0
110,109,137,18,0
118,97,119,17,0
106,84,103,28,0
99,61,72,3,0
49,34,11,1,0
102,80,105,12,0
136,90,177,29,0
97,75,91,10,0
32,27,13,0,0
94,70,80,17,0
61,41,7,3,0
87,39,81,8,0
37,31,12,1,0
100,72,65,2,0
34,26,7,6,0
42,31,24,0,0
36,28,7,1,0
105,69,110,16,0
113,78,108,11,0
101,81,128,32,0
116,80,152,28,0
104,80,76,6,0
49,32,14,0,0
42,31,12,0,0
87,63,89,12,0
46,32,12,2,0
170,90,101,6,0
105,64,79,18,0
93,54,34,3,0
45,42,82,20,0
39,28,12,0,0
117,66,95,11,0
46,35,10,3,0
96,59,96,11,0
109,77,95,8,0
50,26,13,1,0
101,73,66,6,0
106,70,76,18,0
98,71,51,12,0
70,57,37,1,0
45,25,14,0,0
99,66,106,14,0
93,65,56,7,0
47,27,9,0,0
105,52,45,0,0
37,28,11,0,0
123,89,151,26,0
108,87,92,13,0
101,84,135,30,0
95,61,61,9,0
35,18,14,2,0
39,31,18,0,0
45,33,9,0,0
40,30,14,0,0
44,34,19,0,0
31,28,10,0,0
50,28,18,0,0
118,78,123,11,0
102,73,95,5,0
40,32,11,0,0
46,36,22,0,0
34,27,13,4,0
99,67,79,10,0
111,61,62,6,0
96,62,72,18,0
43,28,15,0,0
114,63,79,7,0
38,40,9,0,0
57,30,10,0,0
48,26,10,3,0
62,40,12,1,0
47,32,6,6,0
62,34,17,3,0
43,21,18,6,0
37,30,15,2,0
124,83,135,21,0
98,59,86,19,0
111,45,48,5,0
78,38,14,1,0
32,32,3,0,0
50,28,19,0,0
48,27,13,1,0
110,85,98,15,0
113,84,112,12,0
50,25,13,0,0
126,83,135,24,0
75,50,97,11,0
95,53,36,0,0
100,80,79,9,0
36,23,11,0,0
49,32,11,3,0
37,25,12,3,0
105,75,106,10,0
105,59,102,22,0
98,75,60,5,0
108,91,119,10,0
103,100,119,28,0
116,81,86,14,0
30,24,17,1,0
40,25,17,6,0
115,93,96,12,0
102,64,81,0,0
107,116,127,22,0
49,34,22,0,0
41,18,38,0,0
85,51,57,10,0
98,59,87,6,0
45,24,14,6,0
36,26,9,2,0
83,62,70,13,0
88,57,75,5,0
112,84,81,8,0
102,79,92,14,0
96,76,65,5,0
38,23,17,2,0
107,76,71,15,0
86,41,16,3,0
100,35,24,1,0
113,77,92,19,0
49,33,22,6,0
46,36,23,6,0
28,21,28,0,0
52,34,11,2,0
46,35,12,1,0
106,74,146,8,0
29,11,13,3,0
76,59,121,103,1
39,33,8,2,0
38,21,18,5,0
88,66,61,6,0
40,30,8,2,0
99,80,104,8,0
36,26,18,2,0
45,30,13,0,0
35,25,12,2,0
22,19,7,0,0
50,37,22,0,0
70,33,19,0,0
98,65,57,12,0
43,30,15,0,0
35,30,7,2,0
98,69,108,15,0
93,78,97,13,0
34,28,13,0,0
45,34,16,1,0
107,109,115,22,0
108,47,120,16,0
106,74,106,15,0
97,74,112,15,0
119,94,106,19,0
85,41,22,4,0
131,79,174,67,1
108,78,102,14,0
102,72,87,15,0
97,92,104,10,0
42,32,15,4,0
34,29,11,1,0
32,31,20,5,0
102,73,121,15,0
132,90,153,15,0
103,45,31,1,0
108,84,159,38,1
44,26,16,3,0
42,28,15,0,0
95,69,74,18,0
43,35,15,1,0
105,89,100,9,0
36,27,7,2,0
113,74,124,13,0
33,31,15,1,0
101,77,84,17,0
42,29,17,1,0
88,81,80,4,0
34,27,16,0,0
96,53,25,0,0
116,88,120,22,0
39,26,12,1,0
33,14,15,0,0
96,71,114,8,0
35,31,11,2,0
33,30,7,2,0
38,19,10,0,0
126,83,111,15,0
33,34,8,2,0
104,87,108,14,0
97,47,37,0,0
49,32,8,0,0
105,72,74,14,0
95,69,104,20,0
46,32,20,2,0
100,61,92,11,0
98,75,61,11,0
38,25,14,1,0
42,23,15,0,0
84,41,23,2,0
47,28,16,0,0
107,64,99,6,0
35,32,19,0,0
104,58,85,13,0
117,57,103,23,0
43,24,5,0,0
110,74,99,8,0
109,88,115,17,0
110,71,95,11,0
37,22,17,0,0
95,56,24,2,0
58,33,39,0,0
112,62,68,17,0
33,23,16,3,0
45,34,14,0,0
68,21,18,1,0
43,32,7,0,0
55,41,17,2,0
41,35,8,2,0
106,90,104,26,0
40,29,16,0,0
119,84,178,15,0
83,30,22,0,0
117,76,101,15,0
45,30,10,0,0
109,77,86,9,0
119,72,100,14,0
85,33,10,1,0
106,72,114,10,0
45,25,15,0,0
43,26,18,0,0
85,34,13,0,0
36,25,20,1,0
31,28,7,4,0
42,24,15,2,0
33,30,5,0,0
58,33,11,1,0
68,36,23,2,0
41,22,13,1,0
41,34,9,3,0
39,35,14,7,0
50,33,16,0,0
63,34,17,0,0
122,78,127,33,0
41,39,18,0,0
117,103,174,10,0
107,68,106,21,0
107,64,112,3,0
64,36,16,0,0
106,62,79,12,0
41,32,19,0,0
37,24,8,0,0
47,22,18,1,0
99,54,80,17,0
104,63,88,10,0
113,83,109,19,0
124,86,106,28,0
28,30,17,0,0
42,27,12,1,0
91,48,80,4,0
103,78,87,11,0
38,25,11,0,0
97,81,122,13,0
110,65,63,17,0
107,78,110,13,0
118,80,132,12,0
35,31,7,0,0
102,76,159,24,0
39,28,14,3,0
109,79,113,18,0
95,63,73,34,0
112,83,103,8,0
37,26,11,1,0
97,37,29,2,0
103,42,23,0,0
111,77,85,9,0
107,92,100,14,0
44,24,12,4,0
107,85,99,15,0
65,24,10,1,0
19,24,17,0,0
101,50,32,5,0
101,74,97,18,0
45,31,12,0,0
103,66,95,10,0
85,38,22,5,0
104,77,121,15,0
36,30,7,2,0
109,63,87,15,0
38,32,14,2,0
102,83,91,11,0
77,38,33,1,0
113,70,122,21,0
101,72,104,14,0
111,79,95,15,0
109,55,59,4,0
108,89,115,17,0
25,31,18,0,0
91,45,29,0,0
98,77,79,8,0
40,24,13,0,0
54,44,8,0,0
42,29,15,0,0
42,30,10,1,0
124,72,139,30,0
102,31,60,8,0
112,88,139,19,0
111,64,94,9,0
113,75,97,23,0
103,76,82,15,0
21,21,8,0,0
102,77,120,8,0
37,29,14,1,0
109,82,101,15,0
31,29,12,3,0
67,38,21,6,0
35,27,9,3,0
45,35,17,0,0
72,34,30,1,0
37,29,12,1,0
11,1,24,1,0
132,70,134,24,0
48,32,17,3,0
39,29,21,0,0
84,31,30,2,0
63,35,16,0,0
10,10,2,0,0
45,23,19,0,0
86,42,28,4,0
114,70,95,9,0
22,25,7,0,0
44,29,16,0,0
62,37,21,0,0
44,31,24,1,0
109,83,123,18,0
104,82,143,26,0
37,23,14,0,0
96,73,83,7,0
104,62,65,10,0
43,28,14,0,0
47,30,15,0,0
109,77,98,16,0
43,24,22,0,0
92,59,71,7,0
107,70,146,21,0
116,86,87,18,0
86,61,87,5,0
104,72,94,12,0
115,72,119,13,0
119,65,85,17,0
100,63,107,11,0
43,28,12,0,0
100,71,74,6,0
101,75,89,12,0
108,83,113,16,0
47,38,7,2,0
41,28,23,2,0
44,25,22,2,0
50,31,15,0,0
104,48,42,2,0
33,27,9,2,0
34,25,11,0,0
65,48,21,2,0
91,90,108,19,0
86,40,16,0,0
74,38,12,3,0
46,26,19,7,0
37,29,17,0,0
105,81,86,14,0
45,35,10,0,0
46,28,16,0,0
100,83,83,7,0
36,31,8,2,0
35,34,8,1,0
16,17,7,4,0
101,76,104,17,0
73,29,23,0,0
79,36,19,1,0
106,66,87,13,0
106,67,76,14,0
43,31,13,0,0
35,34,12,0,0
38,25,11,0,0
121,77,111,18,0
97,64,84,11,0
35,25,19,3,0
45,36,11,3,0
121,88,89,13,0
95,72,65,6,0
46,28,18,0,0
42,34,17,3,0
95,76,70,4,0
84,29,17,0,0
113,77,113,14,0
44,30,28,1,0
107,77,85,4,0
52,46,17,0,0
81,88,88,69,1
121,85,116,17,0
84,36,26,1,0
112,74,102,13,0
85,28,31,1,0
91,40,23,1,0
92,36,27,2,0
106,77,138,17,0
101,87,88,18,0
47,28,15,2,0
28,26,19,0,0
110,74,104,7,0
75,56,25,0,0
31,29,13,0,0
38,30,10,0,0
105,47,39,2,0
31,25,9,0,0
91,71,69,13,0
69,67,64,40,1
38,30,13,2,0
40,30,16,4,0
62,45,5,0,0
34,28,6,0,0
107,89,82,13,0
105,65,101,16,0
47,33,12,4,0
100,63,75,8,0
108,61,136,18,0
107,74,134,12,0
76,37,14,1,0
101,57,88,10,0
126,92,147,37,1
26,14,12,0,0
103,83,99,3,0
13,9,14,0,0
116,68,76,16,0
90,61,100,44,1
38,26,18,7,0
42,22,15,0,0
47,26,20,0,0
119,82,131,7,0
30,27,6,0,0
48,21,17,0,0
106,71,98,19,0
38,34,13,0,0
47,28,10,0,0
111,47,36,1,0
37,24,13,0,0
35,24,13,1,0
110,79,99,14,0
141,83,132,35,0
92,63,58,6,0
101,52,78,11,0
38,25,10,3,0
39,28,7,4,0
25,28,9,3,0
29,31,14,0,0
104,49,32,1,0
55,37,45,7,0
75,36,18,0,0
45,44,17,1,0
39,21,16,1,0
97,66,71,11,0
52,34,21,0,0
33,26,12,3,0
90,67,72,3,0
103,57,87,15,0
61,36,19,0,0
42,32,18,0,0
44,25,11,2,0
39,33,10,2,0
107,88,121,26,0
33,28,11,0,0
104,78,85,12,0
40,31,12,1,0
39,32,12,1,0
97,59,118,15,0
47,35,11,2,0
33,36,10,1,0
108,64,129,15,0
37,36,16,5,0
97,43,57,0,0
96,81,115,32,0
35,31,16,0,0
39,39,3,0,0
24,16,32,7,0
109,47,31,2,0
40,25,13,0,0
35,34,7,0,0
48,28,10,1,0
42,31,16,5,0
109,78,97,16,0
108,69,98,7,0
97,33,28,0,0
114,56,88,16,0
101,70,61,10,0
95,46,32,4,0
51,32,9,0,0
98,77,107,12,0
38,30,16,0,0
48,28,13,0,0
40,24,18,4,0
55,31,18,2,0
97,63,58,4,0
50,30,10,4,0
47,35,13,0,0
90,57,116,56,1
40,25,17,0,0
117,85,134,14,0
110,74,123,9,0
119,92,109,28,0
81,78,97,42,1
38,29,14,1,0
82,57,57,6,0
102,66,126,17,0
128,80,110,7,0
121,77,111,16,0
91,69,82,7,0
109,80,100,13,0
34,23,11,2,0
38,20,15,6,0
42,29,13,3,0
93,74,87,12,0
95,79,102,13,0
114,79,131,79,1
126,97,119,19,0
110,80,114,26,0
96,79,106,16,0
50,30,23,2,0
36,31,11,0,0
98,61,67,3,0
103,40,27,2,0
36,32,18,0,0
106,73,77,12,0
113,78,88,12,0
53,31,16,1,0
108,106,85,7,0
104,62,93,22,0
102,73,88,12,0
50,29,12,0,0
110,64,68,9,0
42,26,11,0,0
43,23,17,6,0
107,70,122,15,0
120,66,119,2,0
35,27,18,2,0
32,35,11,0,0
100,74,97,8,0
112,82,121,10,0
38,26,9,4,0
42,28,12,0,0
119,75,98,18,0
25,20,14,3,0
104,72,112,8,0
46,24,13,1,0
111,81,104,14,0
119,84,104,15,0
44,37,12,3,0
44,29,15,3,0
60,66,122,124,1
46,28,22,4,0
39,19,13,1,0
120,73,96,15,0
35,33,8,0,0
123,47,85,14,0
94,79,53,5,0
47,24,14,0,0
40,28,16,2,0
93,94,112,17,0
108,96,101,9,0
37,30,19,5,0
100,75,78,9,0
61,32,18,3,0
142,93,142,24,0
43,27,14,3,0
51,42,23,4,0
22,61,249,248,1
38,30,9,0,0
118,51,120,13,0
33,22,21,3,0
98,82,115,22,0
36,29,12,5,0
41,35,17,1,0
109,90,88,12,0
123,89,135,25,0
108,85,86,15,0
40,33,8,1,0
50,28,15,3,0
105,78,106,27,0
118,74,106,6,0
62,38,18,0,0
83,29,27,3,0
101,33,29,0,0
39,28,11,0,0
34,26,11,1,0
98,49,23,3,0
35,29,16,0,0
56,66,86,53,1
104,79,114,18,0
100,61,81,9,0
100,59,83,9,0
96,76,85,22,0
102,74,69,10,0
103,92,105,16,0
103,49,29,0,0
93,46,21,0,0
111,84,88,9,0
45,33,14,0,0
88,61,62,14,0
42,25,15,1,0
37,35,13,0,0
28,25,52,7,0
108,76,87,12,0
40,28,11,0,0
86,37,32,0,0
43,22,7,0,0
41,29,15,0,0
37,29,15,0,0
51,33,20,1,0
92,56,69,13,0
45,29,14,5,0
43,29,12,2,0
96,41,26,0,0
107,55,31,1,0
99,76,95,8,0
91,50,79,5,0
43,24,15,1,0
124,89,140,17,0
101,64,108,6,0
103,78,85,14,0
116,83,108,12,0
115,76,104,12,0
106,65,72,7,0
112,78,109,18,0
38,23,10,4,0
37,26,15,0,0
45,28,6,4,0
40,27,20,0,0
114,72,91,9,0
110,72,77,10,0
23,21,10,0,0
123,90,155,30,0
95,56,81,11,0
112,93,83,9,0
43,26,7,1,0
106,81,99,13,0
109,57,92,1,0
62,41,80,11,0
43,28,14,5,0
125,79,110,8,0
45,28,16,7,0
102,76,90,8,0
102,75,106,17,0
34,38,13,0,0
90,37,32,1,0
33,28,7,1,0
52,36,12,2,0
110,65,86,15,0
44,37,13,3,0
37,22,19,0,0
32,24,7,0,0
44,32,12,2,0
119,95,111,9,0
119,83,136,20,0
90,64,105,47,1
100,55,81,9,0
46,30,4,1,0
81,66,99,10,0
50,45,17,3,0
95,42,43,3,0
43,24,17,0,0
48,30,16,0,0
36,22,8,0,0
36,36,8,1,0
116,82,106,16,0
42,36,14,1,0
40,32,16,0,0
75,40,6,4,0
121,82,132,16,0
127,95,139,27,0
83,48,85,11,0
52,26,16,6,0
112,74,102,12,0
52,24,12,2,0
39,25,21,3,0
43,27,13,0,0
105,73,70,5,0
98,77,81,15,0
107,59,76,14,0
34,27,14,3,0
100,69,69,9,0
111,57,74,10,0
118,72,116,9,0
97,62,74,18,0
98,83,103,23,0
93,34,19,0,0
36,22,18,3,0
104,62,82,25,0
94,62,109,12,0
30,16,20,0,0
45,30,30,3,0
39,39,13,0,0
44,35,19,0,0
109,84,130,22,0
29,31,32,8,0
92,76,80,7,0
120,87,122,23,0
48,37,22,0,0
39,31,20,5,0
53,32,10,3,0
106,71,92,12,0
89,42,28,1,0
14,5,29,0,0
106,65,101,10,0
76,43,20,4,0
45,39,21,0,0
110,76,130,21,0
30,27,8,0,0
38,28,20,3,0
38,40,13,2,0
41,18,11,11,0
35,23,13,3,0
47,36,24,1,0
119,79,94,18,0
107,56,88,8,0
96,48,32,0,0
101,79,138,14,0
99,64,82,5,0
45,39,15,1,0
25,25,5,0,0
105,80,87,17,0
39,33,11,2,0
95,40,10,1,0
34,23,13,3,0
77,73,114,75,1
96,60,69,10,0
39,27,24,0,0
37,31,14,3,0
116,58,103,13,0
49,32,11,1,0
32,32,11,0,0
45,33,16,1,0
50,31,10,0,0
117,94,84,8,0
115,93,116,22,0
42,24,17,0,0
33,28,5,1,0
45,35,17,4,0
53,19,33,0,0
42,30,18,0,0
109,68,84,7,0
47,29,19,1,0
112,79,104,20,0
94,78,69,12,0
42,25,11,1,0
40,29,9,0,0
99,65,89,10,0
26,19,14,5,0
96,78,100,14,0
109,40,120,28,0
106,68,70,9,0
103,72,94,12,0
38,23,13,1,0
84,62,85,17,0
38,32,9,0,0
100,68,85,7,0
111,80,95,16,0
112,82,119,11,0
118,79,110,8,0
101,87,83,11,0
92,63,110,12,0
100,63,121,17,0
86,72,77,15,0
106,74,74,13,0
84,48,18,0,0
117,50,44,5,0
39,27,11,0,0
45,27,21,0,0
96,82,65,9,0
101,74,49,3,0
32,27,18,0,0
104,58,61,5,0
cell_group_count,4802,red_count,198,
